0,19.99134,4.208115,-21.65449,14.64015,-34.67285,-156.3354,-176.792,14.64015
0,19.99134,4.208115,-21.65449,14.64015,-34.67285,-156.3354,-176.792,14.64015
0,2.902148,-0.5022949,-26.71093,14.98015,-48.55957,-134.187,128.3643,15.20016
0,1.149697,-5.480596,-24.69059,15.28016,-57.63428,-158.4229,140.4712,15.76017
0,0.814834,-7.020967,-23.77529,15.48016,-56.44775,-160.2246,142.7124,16.02018
0,0.7590234,-7.500937,-23.60786,15.68017,-56.44775,-161.4771,143.7231,16.20018
0,0.9376172,-7.746504,-23.58554,15.84017,-55.81055,-161.521,143.0859,16.40018
0,0.814834,-7.913936,-24.9808,16.42019,-55.94238,-160.8179,141.0645,16.54019
0,0.1116211,-7.813477,-24.90267,16.58019,-56.77734,-158.8184,137.7026,16.80019
0,-0.6250781,-7.590234,-23.70832,16.9802,-57.12891,-157.2803,135.9668,16.9402
0,-0.1785938,-7.590234,-22.97162,17.1802,-57.19482,-156.8188,135.6152,16.9602
0,1.149697,-7.746504,-22.83768,17.42021,-58.44727,-154.3799,134.6045,17.2402
0,2.187773,-7.980908,-23.95389,17.74022,-58.24951,-154.5117,136.2524,17.38021
0,2.377529,-8.092529,-25.13707,17.98022,-54.42627,-160.9497,144.9976,17.78022
0,-0.1339453,-7.891611,-26.27561,18.30023,-53.1958,-164.9048,148.0078,18.10022
0,-1.093887,-7.668369,-25.61704,18.50023,-52.31689,-164.6631,146.7554,18.24023
0,-1.596182,-7.478613,-24.85802,18.74024,-52.38281,-163.2788,145.5688,18.34023
0,-1.707803,-7.422803,-24.35572,18.86024,-53.70117,-160.0708,142.0313,18.62024
0,-1.551533,-7.288857,-22.70373,19.22025,-54.84375,-156.5771,139.79,18.84024
0,-1.462236,-7.288857,-22.61443,19.24025,-56.51367,-149.7656,134.4067,19.20025
0,0.04464844,-7.456289,-22.02284,19.50026,-57.7002,-148.2935,134.9341,19.46025
0,0.915293,-7.579072,-22.01168,19.64026,-57.63428,-149.0405,136.1646,19.56026
0,2.511475,-7.835801,-22.70373,19.92027,-57.08496,-151.6772,139.4604,19.76026
0,3.147715,-7.958584,-23.25067,20.06027,-56.33789,-155.0171,143.3057,19.94027
0,3.817441,-8.092529,-24.13248,20.24027,-53.45947,-159.6313,149.3042,20.28027
0,3.929063,-8.20415,-25.56123,20.48028,-52.51465,-160.4663,150.6445,20.42028
0,3.214688,-8.226475,-26.53233,20.64028,-51.78955,-161.6968,150.5566,20.70028
0,1.841748,-8.192988,-27.22438,20.82029,-51.65771,-162.4438,148.689,20.90029
0,0.2678906,-8.059043,-27.31368,21.08029,-51.56982,-163.9819,147.2168,21.06029
0,-0.7925098,-7.846963,-26.66628,21.2603,-51.76758,-165.52,146.9751,21.18029
0,-1.975693,-7.445127,-25.55007,21.4803,-54.14063,-166.1792,143.3057,21.4803
0,-2.48915,-7.177237,-24.6571,21.72031,-55.5249,-164.4873,139.6582,21.86031
0,-2.690068,-6.898184,-22.27957,22.12032,-58.62305,-157.8296,135.6592,22.14032
0,1.495723,-7.35583,-21.0629,22.64033,-61.61133,-155.2368,137.3291,22.46032
0,3.605361,-7.72418,-21.77728,22.94033,-62.18262,-156.9727,141.1963,22.64033
0,4.844356,-7.93626,-22.52514,23.18034,-58.5791,-162.5098,149.2163,22.92033
0,5.402461,-8.237637,-24.93615,23.56035,-57.96387,-164.1577,151.3696,23.02034
0,4.409033,-8.304609,-27.03463,23.84035,-56.11816,-166.5747,154.7095,23.26034
